pattern,scenario,order_id,request_id,status_code,response_time,timestamp,result,load_phase
choreography,success,order-e17222e9,4262ea53,200,0.0317530632019043,2025-09-20T15:53:13.531495,"{'order_id': 'order-e17222e9', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",single
choreography,success,order-420c552c,881d7046,200,0.02220916748046875,2025-09-20T15:53:13.654721,"{'order_id': 'order-420c552c', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",single
choreography,success,order-84cb56fa,8cd3be0b,200,0.021068096160888672,2025-09-20T15:53:13.776383,"{'order_id': 'order-84cb56fa', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",single
choreography,success,order-b7384886,937f38f3,200,0.025135278701782227,2025-09-20T15:53:13.903011,"{'order_id': 'order-b7384886', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",single
choreography,success,order-9ee46baa,ac06b0f4,200,0.01524806022644043,2025-09-20T15:53:14.019708,"{'order_id': 'order-9ee46baa', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-47de59a1,4c600be8,200,0.012372970581054688,2025-09-20T15:53:14.134106,"{'order_id': 'order-47de59a1', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-cbb5f62a,d657a930,200,0.018124103546142578,2025-09-20T15:53:14.253507,"{'order_id': 'order-cbb5f62a', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-3c0345cf,e13a2340,200,0.021124839782714844,2025-09-20T15:53:14.376125,"{'order_id': 'order-3c0345cf', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-4f6913bb,ace23bba,200,0.024482011795043945,2025-09-20T15:53:14.502183,"{'order_id': 'order-4f6913bb', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-fd0db6b7,9276d8df,200,0.017862796783447266,2025-09-20T15:53:14.621549,"{'order_id': 'order-fd0db6b7', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-b0bd04f4,84022e82,200,0.017524003982543945,2025-09-20T15:53:14.740245,"{'order_id': 'order-b0bd04f4', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-910bc1ea,095c6007,200,0.05564284324645996,2025-09-20T15:53:14.897296,"{'order_id': 'order-910bc1ea', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-af63304a,4464f1d6,200,0.02097940444946289,2025-09-20T15:53:15.019696,"{'order_id': 'order-af63304a', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-8b588965,b7acb00e,200,0.022655010223388672,2025-09-20T15:53:15.143952,"{'order_id': 'order-8b588965', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,stock_failure,order-d40491b4,143c95f2,200,0.020119190216064453,2025-09-20T15:53:15.265602,"{'order_id': 'order-d40491b4', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-7a46d24f,6cbafcd9,200,0.024055004119873047,2025-09-20T15:53:15.391139,"{'order_id': 'order-7a46d24f', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-1fe02b5f,35682091,200,0.023134946823120117,2025-09-20T15:53:15.515650,"{'order_id': 'order-1fe02b5f', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-f92e99f9,45f63e65,200,0.026221036911010742,2025-09-20T15:53:15.643533,"{'order_id': 'order-f92e99f9', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-9f32499f,51409d00,200,0.02240920066833496,2025-09-20T15:53:15.767438,"{'order_id': 'order-9f32499f', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-59e5b9bd,9ded655a,200,0.021928071975708008,2025-09-20T15:53:15.890457,"{'order_id': 'order-59e5b9bd', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-3ed9b34d,1662d298,200,0.024601221084594727,2025-09-20T15:53:16.016548,"{'order_id': 'order-3ed9b34d', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-36529387,3e93d7d0,200,0.022749900817871094,2025-09-20T15:53:16.140947,"{'order_id': 'order-36529387', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-4bc53436,12fb8865,200,0.0233609676361084,2025-09-20T15:53:16.265792,"{'order_id': 'order-4bc53436', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-3131874f,7d090ec9,200,0.012751102447509766,2025-09-20T15:53:16.379959,"{'order_id': 'order-3131874f', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,payment_failure,order-d0b80f0f,71927902,200,0.016362905502319336,2025-09-20T15:53:16.497730,"{'order_id': 'order-d0b80f0f', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",single
choreography,load_success,order-6fe56821,cd0ac17f,200,0.11007094383239746,2025-09-20T15:53:37.426257,"{'order_id': 'order-6fe56821', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-be411aa6,55a2d4cb,200,0.006546974182128906,2025-09-20T15:53:39.391701,"{'order_id': 'order-be411aa6', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-35aa7637,03bdaf18,200,0.00962209701538086,2025-09-20T15:53:41.275458,"{'order_id': 'order-35aa7637', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-4121ceae,f328bb9b,200,0.008161067962646484,2025-09-20T15:53:43.758611,"{'order_id': 'order-4121ceae', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_stock_failure,order-6261ccd6,56485501,200,0.008001089096069336,2025-09-20T15:53:45.926974,"{'order_id': 'order-6261ccd6', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-7dfa0c2c,3f711c6e,200,0.010501861572265625,2025-09-20T15:53:48.099759,"{'order_id': 'order-7dfa0c2c', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-bce36155,26947da6,200,0.009412765502929688,2025-09-20T15:53:49.939997,"{'order_id': 'order-bce36155', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-b126bb9c,e72d7451,200,0.018368005752563477,2025-09-20T15:53:52.017115,"{'order_id': 'order-b126bb9c', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_payment_failure,order-0b9a1345,ee6ff1f3,200,0.01456594467163086,2025-09-20T15:53:53.755631,"{'order_id': 'order-0b9a1345', 'status': 'created', 'total_amount': 7000.0, 'message': 'Order created successfully'}",light
choreography,load_stock_failure,order-957c3f1d,f9e64f0b,200,0.010058164596557617,2025-09-20T15:53:55.803510,"{'order_id': 'order-957c3f1d', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-cb4e1a3c,7c9f74fd,200,0.016767024993896484,2025-09-20T15:53:58.043100,"{'order_id': 'order-cb4e1a3c', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-068aaa47,02f2ae5e,200,0.025514841079711914,2025-09-20T15:54:00.547756,"{'order_id': 'order-068aaa47', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-1083f202,745297f6,200,0.00853109359741211,2025-09-20T15:54:02.453062,"{'order_id': 'order-1083f202', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_stock_failure,order-8573cd19,75803f1c,200,0.014957904815673828,2025-09-20T15:54:04.468707,"{'order_id': 'order-8573cd19', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-c2f3abbc,caf7dccb,200,0.0112762451171875,2025-09-20T15:54:06.101093,"{'order_id': 'order-c2f3abbc', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-c961204b,5deda825,200,0.009968042373657227,2025-09-20T15:54:07.722627,"{'order_id': 'order-c961204b', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-2e5a9567,7377e1d3,200,0.012259960174560547,2025-09-20T15:54:09.387395,"{'order_id': 'order-2e5a9567', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-4fc8885b,dd093c8d,200,0.013657808303833008,2025-09-20T15:54:11.540586,"{'order_id': 'order-4fc8885b', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-6ffd2721,fee7fd4c,200,0.006947755813598633,2025-09-20T15:54:13.263737,"{'order_id': 'order-6ffd2721', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-cf0b28cd,c637318a,200,0.01829814910888672,2025-09-20T15:54:15.619438,"{'order_id': 'order-cf0b28cd', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-8c6469d0,584aae2a,200,0.02898097038269043,2025-09-20T15:54:17.557088,"{'order_id': 'order-8c6469d0', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_stock_failure,order-6d498255,34da596f,200,0.01497197151184082,2025-09-20T15:54:19.786070,"{'order_id': 'order-6d498255', 'status': 'created', 'total_amount': 34996500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-4aba8dd6,fd6f6deb,200,0.010367870330810547,2025-09-20T15:54:21.913178,"{'order_id': 'order-4aba8dd6', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-2e9e5b6d,31392594,200,0.023998022079467773,2025-09-20T15:54:23.525367,"{'order_id': 'order-2e9e5b6d', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-faf18737,46b7c8ad,200,0.01256108283996582,2025-09-20T15:54:25.863801,"{'order_id': 'order-faf18737', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-7f763955,b37bf1e4,200,0.009533882141113281,2025-09-20T15:54:27.694420,"{'order_id': 'order-7f763955', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
choreography,load_success,order-4fb7b6b6,5e6131d3,200,0.032174110412597656,2025-09-20T15:54:29.424213,"{'order_id': 'order-4fb7b6b6', 'status': 'created', 'total_amount': 3500.0, 'message': 'Order created successfully'}",light
